evento_id;cliente_id;emprestimo_id;tipo_evento;data_evento;valor_em_risco
3287;664;11463;CALOTE;2023-04-28;1356.14
3288;7972;11469;ATRASO_30;2025-01-26;2340.38
3289;7972;11469;ATRASO_60;2025-02-25;1872.3
3290;7972;11469;CALOTE;2025-04-26;936.15
3291;58;11471;ATRASO_60;2022-04-23;2427.62
3292;58;11471;ATRASO_90;2022-05-23;1820.71
3293;58;11471;CALOTE;2022-06-22;1213.81
3294;8497;11474;ATRASO_60;2023-08-08;5639.67
3295;8497;11474;ATRASO_90;2023-09-07;4229.75
3296;8497;11474;CALOTE;2023-10-07;2819.84
3297;4068;11483;ATRASO_60;2024-02-08;1161.3
3298;4068;11483;ATRASO_90;2024-03-09;870.98
3299;4068;11483;CALOTE;2024-04-08;580.65
3300;9886;11489;ATRASO_30;2024-06-24;4718.02
3301;9886;11489;ATRASO_60;2024-07-24;3774.42
3302;9886;11489;ATRASO_90;2024-08-23;2830.81
3303;9886;11489;CALOTE;2024-09-22;1887.21
3304;9348;11490;ATRASO_30;2023-03-04;7141.77
3305;9348;11490;ATRASO_90;2023-05-03;4285.06
3306;9348;11490;CALOTE;2023-06-02;2856.71
3307;5718;11514;ATRASO_30;2024-02-05;5389.62
3308;5718;11514;CALOTE;2024-05-05;2155.85
3309;2686;11533;ATRASO_30;2023-06-17;4655.05
3310;2686;11533;CALOTE;2023-09-15;1862.02
3311;1874;11538;ATRASO_30;2021-02-15;1578.05
3312;1874;11538;ATRASO_60;2021-03-17;1262.44
3313;1874;11538;CALOTE;2021-05-16;631.22
3314;335;11544;ATRASO_30;2022-12-23;3951.48
3315;335;11544;ATRASO_60;2023-01-22;3161.18
3316;335;11544;ATRASO_90;2023-02-21;2370.89
3317;4101;11549;ATRASO_90;2023-02-19;4119.17
3318;4101;11549;CALOTE;2023-03-21;2746.12
3319;5549;11559;ATRASO_30;2022-02-19;2609.22
3320;5549;11559;ATRASO_60;2022-03-21;2087.38
3321;5549;11559;ATRASO_90;2022-04-20;1565.53
3322;5549;11559;CALOTE;2022-05-20;1043.69
3323;876;11596;ATRASO_60;2022-12-01;2191.19
3324;876;11596;ATRASO_90;2022-12-31;1643.39
3325;4258;11602;ATRASO_30;2022-05-06;5098.43
3326;4258;11602;ATRASO_60;2022-06-05;4078.74
3327;4258;11602;CALOTE;2022-08-04;2039.37
3328;1533;11605;ATRASO_30;2024-01-09;6694.93
3329;1533;11605;ATRASO_60;2024-02-08;5355.94
3330;1533;11605;CALOTE;2024-04-08;2677.97
3331;6891;11621;ATRASO_30;2024-04-03;43348.16
3332;6891;11621;ATRASO_90;2024-06-02;26008.9
3333;9733;11634;ATRASO_60;2021-04-08;4523.04
3334;9733;11634;ATRASO_90;2021-05-08;3392.28
3335;9733;11634;CALOTE;2021-06-07;2261.52
3336;8284;11640;ATRASO_30;2022-09-01;5885.46
3337;8284;11640;ATRASO_60;2022-10-01;4708.37
3338;8284;11640;ATRASO_90;2022-10-31;3531.28
3339;8284;11640;CALOTE;2022-11-30;2354.18
3340;3128;11657;ATRASO_30;2021-11-07;2997.04
3341;3128;11657;ATRASO_90;2022-01-06;1798.22
3342;4357;11661;ATRASO_30;2022-06-22;3335.54
3343;4357;11661;ATRASO_90;2022-08-21;2001.32
3344;4038;11683;ATRASO_30;2024-06-06;5812.4
3345;4038;11683;ATRASO_60;2024-07-06;4649.92
3346;4038;11683;ATRASO_90;2024-08-05;3487.44
3347;2295;11684;ATRASO_30;2024-05-22;1840.46
3348;2295;11684;ATRASO_60;2024-06-21;1472.37
3349;2295;11684;ATRASO_90;2024-07-21;1104.28
3350;2295;11684;CALOTE;2024-08-20;736.18
3351;7215;11695;ATRASO_30;2024-03-27;5638.92
3352;7215;11695;ATRASO_60;2024-04-26;4511.14
3353;7215;11695;CALOTE;2024-06-25;2255.57
3354;8862;11705;ATRASO_30;2024-07-24;2269.66
3355;8862;11705;ATRASO_60;2024-08-23;1815.73
3356;2413;11721;ATRASO_30;2023-07-19;12456.84
3357;2413;11721;ATRASO_60;2023-08-18;9965.47
3358;2413;11721;ATRASO_90;2023-09-17;7474.1
3359;2413;11721;CALOTE;2023-10-17;4982.74
3360;3669;11737;ATRASO_60;2021-04-30;5490.66
3361;3669;11737;ATRASO_90;2021-05-30;4118.0
3362;3669;11737;CALOTE;2021-06-29;2745.33
3363;9961;11740;ATRASO_30;2021-12-26;4090.63
3364;9961;11740;ATRASO_60;2022-01-25;3272.5
3365;9961;11740;ATRASO_90;2022-02-24;2454.38
3366;7035;11743;ATRASO_30;2023-06-03;815.42
3367;7035;11743;ATRASO_90;2023-08-02;489.25
3368;7035;11743;CALOTE;2023-09-01;326.17
3369;8485;11747;ATRASO_60;2021-03-31;922.71
3370;8485;11747;ATRASO_90;2021-04-30;692.03
3371;8485;11747;CALOTE;2021-05-30;461.36
3372;5836;11775;ATRASO_30;2022-06-02;3824.19
3373;5836;11775;ATRASO_60;2022-07-02;3059.35
3374;5836;11775;ATRASO_90;2022-08-01;2294.51
3375;3962;11781;ATRASO_60;2024-12-14;3375.6
3376;3962;11781;ATRASO_90;2025-01-13;2531.7
3377;3962;11781;CALOTE;2025-02-12;1687.8
3378;7097;11787;ATRASO_30;2024-05-22;804.73
3379;8157;11793;ATRASO_30;2022-03-22;5946.75
3380;8157;11793;ATRASO_60;2022-04-21;4757.4
3381;8157;11793;ATRASO_90;2022-05-21;3568.05
3382;8157;11793;CALOTE;2022-06-20;2378.7
3383;3786;11794;ATRASO_30;2024-09-24;3260.61
3384;3786;11794;ATRASO_60;2024-10-24;2608.49
3385;3786;11794;ATRASO_90;2024-11-23;1956.37
3386;7091;11795;ATRASO_30;2022-11-18;17145.96
3387;7091;11795;ATRASO_60;2022-12-18;13716.77
3388;6583;11799;ATRASO_60;2024-12-04;538.14
3389;6583;11799;ATRASO_90;2025-01-03;403.61
3390;9185;11814;ATRASO_60;2022-04-13;5436.18
3391;9185;11814;ATRASO_90;2022-05-13;4077.14
3392;4735;11817;ATRASO_30;2022-02-21;6427.13
3393;4735;11817;ATRASO_90;2022-04-22;3856.28
3394;7013;11822;ATRASO_30;2021-09-16;5547.73
3395;7013;11822;ATRASO_60;2021-10-16;4438.18
3396;7013;11822;ATRASO_90;2021-11-15;3328.64
3397;7013;11822;CALOTE;2021-12-15;2219.09
3398;8027;11831;ATRASO_30;2023-10-08;7484.51
3399;8027;11831;ATRASO_90;2023-12-07;4490.71
3400;8027;11831;CALOTE;2024-01-06;2993.8
3401;8225;11837;ATRASO_30;2023-10-20;16033.75
3402;8225;11837;ATRASO_60;2023-11-19;12827.0
3403;8225;11837;ATRASO_90;2023-12-19;9620.25
3404;2073;11838;ATRASO_30;2023-01-03;3356.33
3405;2073;11838;ATRASO_60;2023-02-02;2685.06
3406;2073;11838;ATRASO_90;2023-03-04;2013.8
3407;4961;11841;ATRASO_30;2022-03-15;894.3
3408;4961;11841;ATRASO_90;2022-05-14;536.58
3409;4961;11841;CALOTE;2022-06-13;357.72
3410;7101;11853;ATRASO_30;2023-11-15;2444.07
3411;7101;11853;ATRASO_90;2024-01-14;1466.44
3412;7101;11853;CALOTE;2024-02-13;977.63
3413;3547;11854;ATRASO_30;2021-06-15;4506.11
3414;3547;11854;CALOTE;2021-09-13;1802.44
3415;5054;11857;ATRASO_30;2023-01-20;2803.77
3416;5054;11857;ATRASO_60;2023-02-19;2243.02
3417;5054;11857;ATRASO_90;2023-03-21;1682.26
3418;1013;11863;ATRASO_30;2021-05-26;5481.15
3419;1013;11863;CALOTE;2021-08-24;2192.46
3420;7023;11865;ATRASO_60;2024-08-20;10859.18
3421;7023;11865;ATRASO_90;2024-09-19;8144.38
3422;7023;11865;CALOTE;2024-10-19;5429.59
3423;2445;11877;ATRASO_60;2022-08-10;8862.79
3424;2445;11877;ATRASO_90;2022-09-09;6647.09
3425;2445;11877;CALOTE;2022-10-09;4431.4
3426;9232;11884;ATRASO_30;2024-05-27;7337.18
3427;9232;11884;ATRASO_60;2024-06-26;5869.74
3428;9232;11884;ATRASO_90;2024-07-26;4402.31
3429;9232;11884;CALOTE;2024-08-25;2934.87
3430;641;11896;ATRASO_30;2025-01-07;16047.98
3431;641;11896;ATRASO_60;2025-02-06;12838.38
3432;641;11896;ATRASO_90;2025-03-08;9628.79
3433;2476;11899;ATRASO_30;2022-08-27;15003.77
3434;2476;11899;ATRASO_60;2022-09-26;12003.02
3435;2476;11899;CALOTE;2022-11-25;6001.51
3436;5454;11904;ATRASO_30;2022-04-28;875.03
3437;5454;11904;ATRASO_90;2022-06-27;525.02
3438;8075;11914;ATRASO_30;2024-08-28;859.02
3439;8075;11914;CALOTE;2024-11-26;343.61
3440;4721;11915;ATRASO_60;2023-06-23;1673.2
3441;4721;11915;ATRASO_90;2023-07-23;1254.9
3442;4721;11915;CALOTE;2023-08-22;836.6
3443;4885;11918;ATRASO_60;2022-01-31;10919.81
3444;4885;11918;ATRASO_90;2022-03-02;8189.86
3445;4885;11918;CALOTE;2022-04-01;5459.9
3446;5242;11923;ATRASO_30;2024-09-17;7113.74
3447;5242;11923;ATRASO_90;2024-11-16;4268.24
3448;5242;11923;CALOTE;2024-12-16;2845.5
3449;1240;11941;ATRASO_30;2023-09-26;3599.24
3450;1240;11941;ATRASO_60;2023-10-26;2879.39
3451;1240;11941;CALOTE;2023-12-25;1439.7
3452;2726;11942;ATRASO_30;2023-04-26;3195.53
3453;2726;11942;ATRASO_60;2023-05-26;2556.42
3454;2726;11942;ATRASO_90;2023-06-25;1917.32
3455;8367;11944;ATRASO_60;2022-05-23;5286.14
3456;8367;11944;ATRASO_90;2022-06-22;3964.61
3457;8367;11944;CALOTE;2022-07-22;2643.07
3458;7004;11958;CALOTE;2025-04-06;6791.12
3459;8595;11959;ATRASO_30;2022-05-21;4554.68
3460;8595;11959;ATRASO_60;2022-06-20;3643.74
3461;8595;11959;ATRASO_90;2022-07-20;2732.81
3462;1706;11971;ATRASO_30;2024-04-10;1294.33
3463;1706;11971;ATRASO_60;2024-05-10;1035.46
3464;1706;11971;ATRASO_90;2024-06-09;776.6
3465;9729;12003;ATRASO_30;2022-07-25;1423.77
3466;2717;12008;ATRASO_30;2022-05-15;10953.7
3467;1038;12013;ATRASO_30;2021-06-23;3000.28
3468;1038;12013;ATRASO_60;2021-07-23;2400.22
3469;1038;12013;ATRASO_90;2021-08-22;1800.17
3470;4525;12014;ATRASO_30;2022-01-29;1924.13
3471;4525;12014;ATRASO_90;2022-03-30;1154.48
3472;4525;12014;CALOTE;2022-04-29;769.65
3473;2475;12015;ATRASO_60;2024-06-04;1297.82
3474;2475;12015;ATRASO_90;2024-07-04;973.36
3475;4961;12024;ATRASO_30;2021-08-29;5824.25
3476;4961;12024;ATRASO_90;2021-10-28;3494.55
3477;4961;12024;CALOTE;2021-11-27;2329.7
3478;2279;12025;ATRASO_30;2024-03-05;6750.07
3479;2279;12025;ATRASO_60;2024-04-04;5400.06
3480;2279;12025;ATRASO_90;2024-05-04;4050.04
3481;6296;12060;ATRASO_30;2024-04-14;3411.24
3482;6296;12060;ATRASO_60;2024-05-14;2728.99
3483;6296;12060;ATRASO_90;2024-06-13;2046.74
3484;6296;12060;CALOTE;2024-07-13;1364.5
3485;3795;12062;ATRASO_30;2024-01-14;3522.26
3486;3795;12062;CALOTE;2024-04-13;1408.9
3487;1467;12065;ATRASO_30;2021-12-30;2972.89
3488;1467;12065;ATRASO_90;2022-02-28;1783.73
3489;5905;12070;ATRASO_30;2024-08-17;14227.07
3490;5905;12070;ATRASO_90;2024-10-16;8536.24
3491;5905;12070;CALOTE;2024-11-15;5690.83
3492;3867;12118;ATRASO_60;2021-04-26;1913.75
3493;3867;12118;ATRASO_90;2021-05-26;1435.31
3494;3867;12118;CALOTE;2021-06-25;956.88
3495;7688;12120;ATRASO_60;2021-08-19;3543.06
3496;3670;12123;ATRASO_30;2021-12-16;13829.01
3497;3670;12123;ATRASO_90;2022-02-14;8297.41
3498;5698;12130;CALOTE;2021-06-24;1411.64
3499;735;12140;ATRASO_60;2024-10-03;3632.86
3500;735;12140;ATRASO_90;2024-11-02;2724.65
3501;735;12140;CALOTE;2024-12-02;1816.43
3502;3452;12147;ATRASO_60;2023-02-10;2651.02
3503;3452;12147;ATRASO_90;2023-03-12;1988.27
3504;7950;12152;ATRASO_30;2023-04-03;2569.27
3505;7950;12152;ATRASO_60;2023-05-03;2055.42
3506;7950;12152;ATRASO_90;2023-06-02;1541.56
3507;4664;12171;ATRASO_30;2023-04-28;7614.5
3508;4664;12171;ATRASO_60;2023-05-28;6091.6
3509;4664;12171;CALOTE;2023-07-27;3045.8
3510;1973;12175;ATRASO_90;2024-03-14;2567.56
3511;5521;12177;ATRASO_30;2021-09-07;920.61
3512;5521;12177;ATRASO_90;2021-11-06;552.37
3513;5521;12177;CALOTE;2021-12-06;368.24
3514;4428;12191;ATRASO_30;2022-08-03;18914.07
3515;4428;12191;ATRASO_60;2022-09-02;15131.26
3516;4428;12191;ATRASO_90;2022-10-02;11348.44
3517;4428;12191;CALOTE;2022-11-01;7565.63
3518;7820;12194;ATRASO_30;2021-02-06;1078.39
3519;7820;12194;ATRASO_60;2021-03-08;862.71
3520;7820;12194;ATRASO_90;2021-04-07;647.03
3521;7820;12194;CALOTE;2021-05-07;431.36
3522;6388;12216;ATRASO_30;2024-08-07;13329.38
3523;6388;12216;ATRASO_90;2024-10-06;7997.63
3524;4441;12226;ATRASO_30;2023-01-05;5132.25
3525;4441;12226;ATRASO_60;2023-02-04;4105.8
3526;4441;12226;ATRASO_90;2023-03-06;3079.35
3527;4441;12226;CALOTE;2023-04-05;2052.9
3528;4226;12227;ATRASO_30;2023-06-08;6525.45
3529;4226;12227;ATRASO_60;2023-07-08;5220.36
3530;4226;12227;ATRASO_90;2023-08-07;3915.27
3531;4226;12227;CALOTE;2023-09-06;2610.18
3532;8178;12232;ATRASO_90;2025-02-25;3790.38
3533;8178;12232;CALOTE;2025-03-27;2526.92
3534;6325;12240;ATRASO_30;2023-09-17;5287.83
3535;6325;12240;ATRASO_60;2023-10-17;4230.26
3536;6325;12240;ATRASO_90;2023-11-16;3172.7
3537;7328;12254;ATRASO_30;2024-08-30;2726.78
3538;7328;12254;ATRASO_60;2024-09-29;2181.42
3539;7328;12254;CALOTE;2024-11-28;1090.71
3540;2541;12271;ATRASO_30;2024-12-30;6933.38
3541;2541;12271;ATRASO_60;2025-01-29;5546.7
3542;2541;12271;ATRASO_90;2025-02-28;4160.03
3543;2541;12271;CALOTE;2025-03-30;2773.35
3544;3474;12273;ATRASO_60;2022-04-03;1961.42
3545;3474;12273;ATRASO_90;2022-05-03;1471.07
3546;3474;12273;CALOTE;2022-06-02;980.71
3547;8486;12281;ATRASO_60;2024-06-09;1735.1
3548;8486;12281;ATRASO_90;2024-07-09;1301.33
3549;8486;12281;CALOTE;2024-08-08;867.55
3550;6643;12291;ATRASO_90;2022-04-18;3294.32
3551;6643;12291;CALOTE;2022-05-18;2196.21
3552;5949;12318;ATRASO_60;2023-03-05;5732.18
3553;5949;12318;ATRASO_90;2023-04-04;4299.14
3554;5949;12318;CALOTE;2023-05-04;2866.09
3555;5281;12320;ATRASO_60;2022-12-09;2644.26
3556;5281;12320;ATRASO_90;2023-01-08;1983.2
3557;5281;12320;CALOTE;2023-02-07;1322.13
3558;7141;12335;ATRASO_30;2021-08-04;6508.78
3559;7141;12335;ATRASO_90;2021-10-03;3905.27
3560;7141;12335;CALOTE;2021-11-02;2603.51
3561;6180;12339;ATRASO_30;2023-08-11;6623.29
3562;6180;12339;ATRASO_60;2023-09-10;5298.63
3563;6180;12339;ATRASO_90;2023-10-10;3973.97
3564;6180;12339;CALOTE;2023-11-09;2649.32
3565;2437;12368;ATRASO_30;2024-04-10;7808.76
3566;2437;12368;ATRASO_60;2024-05-10;6247.01
3567;2437;12368;ATRASO_90;2024-06-09;4685.26
3568;7957;12379;ATRASO_60;2023-06-17;2320.59
3569;7957;12379;ATRASO_90;2023-07-17;1740.44
3570;5801;12382;CALOTE;2025-03-09;1662.83
3571;8612;12401;ATRASO_30;2023-03-01;4983.36
3572;8612;12401;ATRASO_60;2023-03-31;3986.69
3573;8612;12401;ATRASO_90;2023-04-30;2990.02
3574;324;12420;ATRASO_30;2022-09-23;2764.93
3575;324;12420;ATRASO_60;2022-10-23;2211.94
3576;324;12420;ATRASO_90;2022-11-22;1658.96
3577;324;12420;CALOTE;2022-12-22;1105.97
3578;5845;12429;ATRASO_30;2024-07-04;1662.73
3579;5845;12429;ATRASO_60;2024-08-03;1330.18
3580;5845;12429;ATRASO_90;2024-09-02;997.64
3581;5845;12429;CALOTE;2024-10-02;665.09
3582;2666;12431;ATRASO_30;2024-04-22;7987.51
3583;2666;12431;ATRASO_60;2024-05-22;6390.01
3584;2666;12431;ATRASO_90;2024-06-21;4792.51
3585;4594;12437;ATRASO_60;2022-12-27;5557.06
3586;4594;12437;ATRASO_90;2023-01-26;4167.79
3587;4594;12437;CALOTE;2023-02-25;2778.53
3588;6893;12440;ATRASO_60;2022-06-01;6022.78
3589;6893;12440;ATRASO_90;2022-07-01;4517.09
3590;6893;12440;CALOTE;2022-07-31;3011.39
3591;5627;12441;ATRASO_30;2023-03-22;2543.12
3592;5627;12441;ATRASO_90;2023-05-21;1525.87
3593;5627;12441;CALOTE;2023-06-20;1017.25
3594;4290;12459;ATRASO_30;2024-09-15;7356.02
3595;4290;12459;ATRASO_60;2024-10-15;5884.82
3596;4290;12459;CALOTE;2024-12-14;2942.41
3597;4921;12471;ATRASO_60;2023-11-15;937.06
3598;4921;12471;ATRASO_90;2023-12-15;702.79
3599;4921;12471;CALOTE;2024-01-14;468.53
3600;3375;12489;ATRASO_90;2024-01-05;1600.19
3601;3375;12489;CALOTE;2024-02-04;1066.79
3602;4574;12503;ATRASO_30;2024-06-29;4267.72
3603;4574;12503;ATRASO_60;2024-07-29;3414.18
3604;4574;12503;ATRASO_90;2024-08-28;2560.63
3605;4574;12503;CALOTE;2024-09-27;1707.09
3606;8340;12507;ATRASO_30;2024-08-22;3217.98
3607;8340;12507;ATRASO_90;2024-10-21;1930.79
3608;8340;12507;CALOTE;2024-11-20;1287.19
3609;2812;12518;ATRASO_90;2024-06-21;2518.39
3610;8984;12523;ATRASO_60;2022-05-20;1105.26
3611;8984;12523;ATRASO_90;2022-06-19;828.94
3612;5866;12534;ATRASO_30;2023-02-07;7345.57
3613;5866;12534;ATRASO_60;2023-03-09;5876.46
3614;5866;12534;CALOTE;2023-05-08;2938.23
3615;8423;12537;ATRASO_30;2022-08-31;13471.88
3616;8423;12537;ATRASO_90;2022-10-30;8083.13
3617;8423;12537;CALOTE;2022-11-29;5388.75
3618;6168;12540;ATRASO_60;2024-11-25;5883.0
3619;6168;12540;CALOTE;2025-01-24;2941.5
3620;967;12541;ATRASO_60;2023-06-26;3527.23
3621;967;12541;ATRASO_90;2023-07-26;2645.42
3622;967;12541;CALOTE;2023-08-25;1763.62
3623;7353;12542;ATRASO_30;2022-02-08;632.85
3624;7353;12542;ATRASO_90;2022-04-09;379.71
3625;7353;12542;CALOTE;2022-05-09;253.14
3626;2390;12579;ATRASO_60;2024-05-05;3422.34
3627;3755;12582;ATRASO_30;2022-10-20;4958.29
3628;3755;12582;ATRASO_60;2022-11-19;3966.63
3629;3755;12582;CALOTE;2023-01-18;1983.32
3630;8362;12586;ATRASO_30;2021-12-27;6911.65
3631;8362;12586;ATRASO_90;2022-02-25;4146.99
3632;2570;12590;ATRASO_30;2022-04-05;2793.69
3633;2570;12590;CALOTE;2022-07-04;1117.48
3634;5566;12591;ATRASO_30;2023-10-12;2709.1
3635;5566;12591;ATRASO_90;2023-12-11;1625.46
3636;2295;12593;ATRASO_30;2021-06-24;1239.47
3637;2295;12593;ATRASO_60;2021-07-24;991.58
3638;2295;12593;ATRASO_90;2021-08-23;743.68
3639;5805;12608;ATRASO_30;2023-01-04;7624.95
3640;5805;12608;ATRASO_60;2023-02-03;6099.96
3641;5805;12608;ATRASO_90;2023-03-05;4574.97
3642;5805;12608;CALOTE;2023-04-04;3049.98
3643;6305;12615;ATRASO_60;2021-12-24;5970.34
3644;6305;12615;ATRASO_90;2022-01-23;4477.75
3645;6305;12615;CALOTE;2022-02-22;2985.17
3646;7967;12623;ATRASO_30;2024-02-25;7090.85
3647;7967;12623;ATRASO_90;2024-04-25;4254.51
3648;7967;12623;CALOTE;2024-05-25;2836.34
3649;5788;12630;ATRASO_60;2023-07-22;3651.62
3650;5788;12630;CALOTE;2023-09-20;1825.81
3651;9657;12638;ATRASO_30;2024-01-31;6590.53
3652;9657;12638;ATRASO_60;2024-03-01;5272.42
3653;9657;12638;CALOTE;2024-04-30;2636.21
3654;5421;12651;ATRASO_30;2021-08-11;682.15
3655;5421;12651;ATRASO_60;2021-09-10;545.72
3656;5421;12651;ATRASO_90;2021-10-10;409.29
3657;5421;12651;CALOTE;2021-11-09;272.86
3658;784;12655;ATRASO_30;2024-08-23;9775.94
3659;784;12655;ATRASO_90;2024-10-22;5865.56
3660;784;12655;CALOTE;2024-11-21;3910.38
3661;6565;12668;ATRASO_30;2022-03-15;4623.22
3662;6565;12668;ATRASO_60;2022-04-14;3698.58
3663;6565;12668;ATRASO_90;2022-05-14;2773.93
3664;6565;12668;CALOTE;2022-06-13;1849.29
3665;674;12670;ATRASO_30;2023-09-06;801.34
3666;674;12670;CALOTE;2023-12-05;320.54
3667;7813;12721;ATRASO_30;2021-06-18;1961.89
3668;7813;12721;ATRASO_90;2021-08-17;1177.13
3669;6071;12729;ATRASO_30;2023-07-09;4770.52
3670;6071;12729;ATRASO_60;2023-08-08;3816.42
3671;6071;12729;ATRASO_90;2023-09-07;2862.31
3672;6071;12729;CALOTE;2023-10-07;1908.21
3673;7489;12749;ATRASO_30;2022-04-22;2808.09
3674;7489;12749;ATRASO_60;2022-05-22;2246.47
3675;7489;12749;ATRASO_90;2022-06-21;1684.85
3676;7489;12749;CALOTE;2022-07-21;1123.24
3677;1413;12755;ATRASO_30;2023-06-14;6326.03
3678;1413;12755;ATRASO_90;2023-08-13;3795.62
3679;1413;12755;CALOTE;2023-09-12;2530.41
3680;9108;12759;ATRASO_60;2021-12-17;1675.03
3681;9108;12759;ATRASO_90;2022-01-16;1256.27
3682;1674;12765;ATRASO_30;2022-12-16;821.77
3683;1674;12765;ATRASO_60;2023-01-15;657.42
3684;1674;12765;ATRASO_90;2023-02-14;493.06
3685;1674;12765;CALOTE;2023-03-16;328.71
3686;59;12769;ATRASO_30;2023-01-24;5311.1
3687;59;12769;ATRASO_60;2023-02-23;4248.88
3688;59;12769;ATRASO_90;2023-03-25;3186.66
3689;59;12769;CALOTE;2023-04-24;2124.44
3690;8412;12785;ATRASO_30;2021-07-26;845.52
3691;8412;12785;ATRASO_60;2021-08-25;676.42
3692;8412;12785;ATRASO_90;2021-09-24;507.31
3693;8412;12785;CALOTE;2021-10-24;338.21
3694;5473;12789;ATRASO_30;2025-01-21;6451.95
3695;5473;12789;ATRASO_60;2025-02-20;5161.56
3696;5473;12789;ATRASO_90;2025-03-22;3871.17
3697;5473;12789;CALOTE;2025-04-21;2580.78
3698;3179;12795;ATRASO_60;2023-02-16;11523.23
3699;3179;12795;CALOTE;2023-04-17;5761.62
3700;5247;12797;ATRASO_60;2022-06-03;2783.63
3701;5247;12797;ATRASO_90;2022-07-03;2087.72
3702;5247;12797;CALOTE;2022-08-02;1391.82
3703;9000;12818;ATRASO_30;2022-12-24;4148.63
3704;9000;12818;ATRASO_60;2023-01-23;3318.9
3705;9000;12818;ATRASO_90;2023-02-22;2489.18
3706;9000;12818;CALOTE;2023-03-24;1659.45
3707;2763;12828;ATRASO_90;2022-04-26;4012.25
3708;2763;12828;CALOTE;2022-05-26;2674.84
3709;1412;12841;ATRASO_30;2024-07-27;16189.07
3710;1412;12841;ATRASO_60;2024-08-26;12951.26
3711;1412;12841;ATRASO_90;2024-09-25;9713.44
3712;1412;12841;CALOTE;2024-10-25;6475.63
3713;4101;12862;ATRASO_30;2024-09-21;3327.56
3714;4101;12862;ATRASO_90;2024-11-20;1996.54
3715;4101;12862;CALOTE;2024-12-20;1331.02
3716;8457;12870;ATRASO_30;2022-10-24;7269.78
3717;8457;12870;ATRASO_60;2022-11-23;5815.82
3718;8457;12870;ATRASO_90;2022-12-23;4361.87
3719;8457;12870;CALOTE;2023-01-22;2907.91
3720;6506;12873;ATRASO_30;2023-08-28;9916.69
3721;6506;12873;ATRASO_60;2023-09-27;7933.35
3722;6506;12873;ATRASO_90;2023-10-27;5950.01
3723;7991;12876;ATRASO_30;2021-11-08;1889.07
3724;7991;12876;ATRASO_60;2021-12-08;1511.26
3725;7991;12876;CALOTE;2022-02-06;755.63
3726;6390;12889;ATRASO_30;2022-09-06;2897.48
3727;6390;12889;ATRASO_90;2022-11-05;1738.49
3728;864;12891;ATRASO_30;2022-01-30;4264.93
3729;864;12891;CALOTE;2022-04-30;1705.97
3730;9816;12892;ATRASO_30;2021-09-14;17498.24
3731;9816;12892;ATRASO_60;2021-10-14;13998.59
3732;9816;12892;CALOTE;2021-12-13;6999.3
3733;2123;12910;ATRASO_30;2024-08-06;15533.36
3734;2123;12910;ATRASO_90;2024-10-05;9320.02
3735;2123;12910;CALOTE;2024-11-04;6213.34
3736;8681;12911;ATRASO_60;2022-03-10;2392.0
3737;8681;12911;CALOTE;2022-05-09;1196.0
3738;7154;12912;ATRASO_30;2023-04-10;4356.79
3739;7154;12912;ATRASO_60;2023-05-10;3485.43
3740;7154;12912;ATRASO_90;2023-06-09;2614.07
3741;7154;12912;CALOTE;2023-07-09;1742.72
3742;7448;12916;ATRASO_30;2022-05-28;4461.03
3743;7448;12916;ATRASO_60;2022-06-27;3568.82
3744;7448;12916;ATRASO_90;2022-07-27;2676.62
3745;7448;12916;CALOTE;2022-08-26;1784.41
3746;4999;12941;ATRASO_30;2024-10-12;5733.08
3747;4999;12941;ATRASO_60;2024-11-11;4586.46
3748;4999;12941;CALOTE;2025-01-10;2293.23
3749;6761;12946;ATRASO_90;2023-04-04;1879.1
3750;6761;12946;CALOTE;2023-05-04;1252.74
3751;6586;12947;ATRASO_30;2021-07-14;2677.29
3752;6586;12947;ATRASO_90;2021-09-12;1606.37
3753;6586;12947;CALOTE;2021-10-12;1070.92
3754;9084;12953;ATRASO_30;2024-02-23;3574.84
3755;9084;12953;ATRASO_90;2024-04-23;2144.9
3756;353;12962;ATRASO_30;2023-11-25;2817.04
3757;353;12962;ATRASO_60;2023-12-25;2253.63
3758;353;12962;CALOTE;2024-02-23;1126.82
3759;8586;12965;ATRASO_30;2022-10-27;7064.92
3760;8586;12965;ATRASO_60;2022-11-26;5651.94
3761;8586;12965;ATRASO_90;2022-12-26;4238.95
3762;8586;12965;CALOTE;2023-01-25;2825.97
3763;8412;12969;ATRASO_30;2021-06-17;3564.41
3764;8412;12969;ATRASO_60;2021-07-17;2851.53
3765;8412;12969;ATRASO_90;2021-08-16;2138.65
3766;5242;12981;ATRASO_60;2022-11-06;2448.59
3767;1084;12986;ATRASO_30;2022-02-01;3839.74
3768;1084;12986;ATRASO_60;2022-03-03;3071.79
3769;1084;12986;ATRASO_90;2022-04-02;2303.84
3770;1084;12986;CALOTE;2022-05-02;1535.9
3771;3398;12997;ATRASO_30;2024-12-23;4578.48
3772;3398;12997;ATRASO_60;2025-01-22;3662.78
3773;3398;12997;ATRASO_90;2025-02-21;2747.09
3774;3398;12997;CALOTE;2025-03-23;1831.39
3775;490;13002;ATRASO_30;2023-11-30;1110.97
3776;778;13009;ATRASO_30;2023-10-07;5871.04
3777;778;13009;ATRASO_60;2023-11-06;4696.83
3778;778;13009;ATRASO_90;2023-12-06;3522.62
3779;778;13009;CALOTE;2024-01-05;2348.42
